number:
('1室&东', 1330)
('1室&北', 828)
('1室&南', 1603)
('1室&暂', 73)
('1室&西', 805)
('2室&东', 4424)
('2室&北', 2912)
('2室&南', 5868)
('2室&暂', 249)
('2室&西', 2362)
('3室&东', 3046)
('3室&北', 1804)
('3室&南', 4130)
('3室&暂', 187)
('3室&西', 1352)
('4室&东', 349)
('4室&北', 154)
('4室&南', 640)
('4室&暂', 32)
('4室&西', 127)
('5室及以上&东', 58)
('5室及以上&北', 25)
('5室及以上&南', 151)
('5室及以上&暂', 9)
('5室及以上&西', 31)
('车位&东', 97)
('车位&北', 9)
('车位&南', 70)
('车位&西', 8)
Average area price:
('1室&东', 30181.75864661654)
('1室&北', 29432.07004830918)
('1室&南', 28593.590143480975)
('1室&暂', 18866.931506849316)
('1室&西', 31157.43602484472)
('2室&东', 27665.46247739602)
('2室&北', 26019.139423076922)
('2室&南', 25891.580777096115)
('2室&暂', 17431.863453815262)
('2室&西', 27788.000423370024)
('3室&东', 28158.309586342744)
('3室&北', 26425.614745011088)
('3室&南', 26297.206053268765)
('3室&暂', 19511.347593582886)
('3室&西', 28754.39349112426)
('4室&东', 28561.942693409743)
('4室&北', 26951.590909090908)
('4室&南', 28660.709375)
('4室&暂', 24592.375)
('4室&西', 31819.527559055117)
('5室及以上&东', 29719.741379310344)
('5室及以上&北', 25603.28)
('5室及以上&南', 28719.721854304637)
('5室及以上&暂', 27352.0)
('5室及以上&西', 30062.967741935485)
('车位&东', 19993.0412371134)
('车位&北', 20558.666666666668)
('车位&南', 19795.842857142856)
('车位&西', 28898.375)
Average transaction price:
('1室&东', 122.85338345864662)
('1室&北', 123.16545893719807)
('1室&南', 116.65377417342482)
('1室&暂', 77.54794520547945)
('1室&西', 134.43105590062112)
('2室&东', 186.32979204339964)
('2室&北', 181.2393543956044)
('2室&南', 171.92211997273347)
('2室&暂', 112.75100401606426)
('2室&西', 192.35182049110924)
('3室&东', 275.1785948785292)
('3室&北', 256.9179600886918)
('3室&南', 259.15302663438257)
('3室&暂', 189.33155080213905)
('3室&西', 284.06508875739644)
('4室&东', 397.6590257879656)
('4室&北', 345.12987012987014)
('4室&南', 427.5953125)
('4室&暂', 387.78125)
('4室&西', 451.68503937007875)
('5室及以上&东', 597.7413793103449)
('5室及以上&北', 578.36)
('5室及以上&南', 575.0)
('5室及以上&暂', 433.1111111111111)
('5室及以上&西', 600.0)
('车位&东', 27.278350515463917)
('车位&北', 24.0)
('车位&南', 24.642857142857142)
('车位&西', 35.625)
Average transaction cycle:
('1室&东', 98.58571428571429)
('1室&北', 102.58695652173913)
('1室&南', 98.39238927011853)
('1室&暂', 364.5342465753425)
('1室&西', 101.72546583850932)
('2室&东', 100.02011754068717)
('2室&北', 92.80116758241758)
('2室&南', 91.77147239263803)
('2室&暂', 329.6827309236948)
('2室&西', 100.33530906011855)
('3室&东', 107.2715036112935)
('3室&北', 102.32483370288249)
('3室&南', 104.01210653753027)
('3室&暂', 316.6524064171123)
('3室&西', 109.45414201183432)
('4室&东', 129.5644699140401)
('4室&北', 116.73376623376623)
('4室&南', 115.3125)
('4室&暂', 350.625)
('4室&西', 153.50393700787401)
('5室及以上&东', 152.4655172413793)
('5室及以上&北', 155.68)
('5室及以上&南', 146.76158940397352)
('5室及以上&暂', 181.66666666666666)
('5室及以上&西', 141.48387096774192)
('车位&东', 32.52577319587629)
('车位&北', 24.333333333333332)
('车位&南', 43.0)
('车位&西', 21.375)
Average listing price / transaction price:
('1室&东', 0.9458646616541353)
('1室&北', 0.9480676328502415)
('1室&南', 0.9557080474111042)
('1室&暂', 0.863013698630137)
('1室&西', 0.9354037267080745)
('2室&东', 0.9597649186256781)
('2室&北', 0.9539835164835165)
('2室&南', 0.9487048398091343)
('2室&暂', 0.9116465863453815)
('2室&西', 0.9546994072819645)
('3室&东', 0.9609323703217334)
('3室&北', 0.9490022172949002)
('3室&南', 0.9585956416464891)
('3室&暂', 0.9251336898395722)
('3室&西', 0.9585798816568047)
('4室&东', 0.9426934097421203)
('4室&北', 0.8961038961038961)
('4室&南', 0.9765625)
('4室&暂', 0.90625)
('4室&西', 0.9291338582677166)
('5室及以上&东', 0.9137931034482759)
('5室及以上&北', 0.92)
('5室及以上&南', 0.9735099337748344)
('5室及以上&暂', 0.7777777777777778)
('5室及以上&西', 0.967741935483871)
('车位&东', 0.9484536082474226)
('车位&北', 1.0)
('车位&南', 0.9428571428571428)
('车位&西', 0.875)
Average views:
('1室&东', 5.44812030075188)
('1室&北', 5.030193236714976)
('1室&南', 4.592638802245789)
('1室&暂', 0.0)
('1室&西', 4.9540372670807455)
('2室&东', 8.551989150090415)
('2室&北', 9.055975274725276)
('2室&南', 7.347307430129516)
('2室&暂', 0.0)
('2室&西', 8.62320067739204)
('3室&东', 9.495403808273146)
('3室&北', 8.439578713968958)
('3室&南', 8.803874092009686)
('3室&暂', 0.0)
('3室&西', 8.585798816568047)
('4室&东', 5.458452722063037)
('4室&北', 6.025974025974026)
('4室&南', 6.259375)
('4室&暂', 0.0)
('4室&西', 5.850393700787402)
('5室及以上&东', 6.206896551724138)
('5室及以上&北', 3.76)
('5室及以上&南', 5.172185430463577)
('5室及以上&暂', 0.0)
('5室及以上&西', 2.4838709677419355)
('车位&东', 0.5567010309278351)
('车位&北', 0.5555555555555556)
('车位&南', 0.7857142857142857)
('车位&西', 0.375)
Average price adjustment:
('1室&东', 5.44812030075188)
('1室&北', 5.030193236714976)
('1室&南', 4.592638802245789)
('1室&暂', 0.0)
('1室&西', 4.9540372670807455)
('2室&东', 8.551989150090415)
('2室&北', 9.055975274725276)
('2室&南', 7.347307430129516)
('2室&暂', 0.0)
('2室&西', 8.62320067739204)
('3室&东', 9.495403808273146)
('3室&北', 8.439578713968958)
('3室&南', 8.803874092009686)
('3室&暂', 0.0)
('3室&西', 8.585798816568047)
('4室&东', 5.458452722063037)
('4室&北', 6.025974025974026)
('4室&南', 6.259375)
('4室&暂', 0.0)
('4室&西', 5.850393700787402)
('5室及以上&东', 6.206896551724138)
('5室及以上&北', 3.76)
('5室及以上&南', 5.172185430463577)
('5室及以上&暂', 0.0)
('5室及以上&西', 2.4838709677419355)
('车位&东', 0.5567010309278351)
('车位&北', 0.5555555555555556)
('车位&南', 0.7857142857142857)
('车位&西', 0.375)
Average followers:
('1室&东', 5.44812030075188)
('1室&北', 5.030193236714976)
('1室&南', 4.592638802245789)
('1室&暂', 0.0)
('1室&西', 4.9540372670807455)
('2室&东', 8.551989150090415)
('2室&北', 9.055975274725276)
('2室&南', 7.347307430129516)
('2室&暂', 0.0)
('2室&西', 8.62320067739204)
('3室&东', 9.495403808273146)
('3室&北', 8.439578713968958)
('3室&南', 8.803874092009686)
('3室&暂', 0.0)
('3室&西', 8.585798816568047)
('4室&东', 5.458452722063037)
('4室&北', 6.025974025974026)
('4室&南', 6.259375)
('4室&暂', 0.0)
('4室&西', 5.850393700787402)
('5室及以上&东', 6.206896551724138)
('5室及以上&北', 3.76)
('5室及以上&南', 5.172185430463577)
('5室及以上&暂', 0.0)
('5室及以上&西', 2.4838709677419355)
('车位&东', 0.5567010309278351)
('车位&北', 0.5555555555555556)
('车位&南', 0.7857142857142857)
('车位&西', 0.375)
Average pageviews:
('1室&东', 5.44812030075188)
('1室&北', 5.030193236714976)
('1室&南', 4.592638802245789)
('1室&暂', 0.0)
('1室&西', 4.9540372670807455)
('2室&东', 8.551989150090415)
('2室&北', 9.055975274725276)
('2室&南', 7.347307430129516)
('2室&暂', 0.0)
('2室&西', 8.62320067739204)
('3室&东', 9.495403808273146)
('3室&北', 8.439578713968958)
('3室&南', 8.803874092009686)
('3室&暂', 0.0)
('3室&西', 8.585798816568047)
('4室&东', 5.458452722063037)
('4室&北', 6.025974025974026)
('4室&南', 6.259375)
('4室&暂', 0.0)
('4室&西', 5.850393700787402)
('5室及以上&东', 6.206896551724138)
('5室及以上&北', 3.76)
('5室及以上&南', 5.172185430463577)
('5室及以上&暂', 0.0)
('5室及以上&西', 2.4838709677419355)
('车位&东', 0.5567010309278351)
('车位&北', 0.5555555555555556)
('车位&南', 0.7857142857142857)
('车位&西', 0.375)
